GeneID	Em10	Em12	Em14	Em16	Em18	Em20	Em22	Em24	Em26	Em28	Em30	Em32	Em34	Em36	Em38	En6	En8	En10	En12	En14	En16	En18	En20	En22	En24	En26	En28	En30	En32	En34	En36	En38	S0	S2	S3	S4	S6	S8	S10	S12	S14	S16	S18	S20	S22	S24	S26	S28	S30	S32	S34	S36	S38	Shoots	Roots	Leaf_1	Leaf_2	Leaf_3	Leaf_4	Leaf_5	Leaf_6	Leaf_7	SAM_1	SAM_2	SAM_3	Ear_1	Ear_2	Tassel_1	Tassel_2	Tassel_3	Tassel_4	Tassel_5	Cob_1	Cob_2	Silk	Anthers	Ovule	Pollen
GRMZM2G403667	0.62	3.51	2.61	4.32	1.31	2.95	1.85	13.12	5.26	2.11	3.43	2.1	4.49	5.45	6.82	0	0	0.44	0	0	0.62	0	0	0	0.1	0	0	0.11	0.28	0	0	0	0.06	0.25	0.39	0.34	0.81	0.11	0.15	0	0.09	0.14	0.34	0.29	2.17	0.88	2.17	3.38	1.29	2.65	2.74	3.47	7	0	0.05	0.1	0	0	0	0	0	0.07	0.35	0.33	0.47	0	0.07	0	0	0	0.09	0.09	0.09	0.37	0	0.06	0.06	0.12
GRMZM2G449987	0.64	0	0.83	1.45	0.58	0.35	0.18	2.55	0.43	0.32	0.34	0.86	0.8	0.77	0.52	1.01	0.5	0.2	0.61	0.22	0.07	0.11	0.19	0.1	0.2	0	0	0	0.26	0	0.56	0.91	0.79	1.16	0.89	1.21	0.38	0.69	0	0.37	0.56	0.34	0.21	0.73	1.4	0.13	0.11	1.12	1.05	0.43	0	0.65	0.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC210616.4_FG005	0.43	2.05	0.82	2.13	4.02	2.02	3.41	1.8	1.22	4.86	0.77	1.69	3.27	2.46	3.43	0	0	0	0	0	0	0	0	0.12	0	0	0.07	0.09	0	0	0.08	0.12	0.51	0.81	0.43	0.19	0.11	0	0	0.16	0.05	0.21	0.24	0.45	1.45	0.41	0.35	0.5	2.04	1.66	2.72	1.06	3.94	0.06	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0.06	0.06	0.06	0	0	0.12	0.12	0	0	0.48	0.11
AC186506.3_FG001	0.39	0.77	0	2.93	1.86	5.31	8.95	4.69	9.46	13.26	1.1	3.28	12.86	3.47	8.45	0	0	0	0	0	0.13	0	0	0.47	0	0	0.95	0.15	0	0.81	1.42	0.93	0	0	0	0	0	0	0	0	0	0	0.35	0.66	3.73	0.31	0.68	0.28	3.24	0.72	4.02	1.2	6.7	0	0	0	0	0	0	0	0	0.1	0.1	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0.32	0
AC206425.3_FG002	2.2	1.36	7.44	38.11	91.07	183.2	311.44	341.77	401.46	355.2	148.2	116.44	151.21	163.39	122.5	0	0	0.08	0	0.13	2.14	1.16	0.56	7.16	2.8	0	7.13	2.57	0.51	0	0.17	1.02	0.7	0.69	0.18	0.05	0	0	0.07	0.11	0.32	2.27	6.72	26.89	41.43	36.03	48.57	60.41	74.67	87.03	78.92	51.27	88.57	0.73	1.72	0.7	0	0	0	0	0.06	0.13	0	0	0	0.15	0.06	0.13	0.13	0	0.08	0.08	0.5	5.41	2.61	0	3.72	0
AC208454.3_FG002	0	0	0	0	0.26	0.16	1.39	1.16	2.32	0.59	0.55	0.25	0.79	0.93	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0.17	0.96	0.6	0.09	0.04	0.14	0	0	0.08	0	0	0	0	0	0	0	0.12	0.05	0.28	0.75	0.48	0.44	0.89	2.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0.06	0	0	0.57	0	0	0
AC233879.1_FG002	65.39	26.9	44.18	371.87	1409.03	1961.98	7291.84	7205.59	16434.68	9058.72	3159.5	3345.18	6052.38	10631.57	6073.44	0	0	2.26	2.35	2.42	26.64	23.06	13.14	178.33	101.12	161.37	645.95	185.94	1930.5	2409.33	3807.91	4924.69	0.27	5.4	3.31	1.95	0.53	0.6	0.16	0.51	5.43	17.22	76.1	417.66	909.84	1164.05	1754.62	1842.32	12763.9	3785.56	8764	3605.76	10111.3	0.1	1.14	0.62	0.25	0	0.19	0	0.58	0.15	0.15	0.18	0	0.7	0.15	0.15	0.15	0	0	0	10.47	1.19	23.73	0	0.73	0
GRMZM2G006562	0	0	0.17	0.56	0.42	0.51	3.05	4.4	25.06	15.9	6.57	9.57	7.84	5.06	6.45	0	0	0.1	0	0.09	0	0	0	0	0	0	0.94	0	0.13	0	0.82	0	0	0	0	0	0	0	0	0.27	0.06	0.46	0.21	0.4	1.22	0.43	2.51	1.93	5.46	0.88	4.56	1.71	3.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G021614	5.19	39.75	44.91	135.07	149.34	95.43	140.1	122.72	168.44	199.53	73.14	55.74	91.34	46.31	70.53	0	0	0.11	0.18	0.39	0.91	1.35	1.49	5.24	3.42	5.14	6.4	7.19	2.52	6.73	5.37	3.54	0	0.08	0	0	0	0	0.24	0.84	3.1	8.01	14.72	26.08	20.88	22.99	27.21	21.37	65.28	18.41	39.99	21.17	33.05	0	0	0	0	0	0	0	0	0	0.05	0.11	0	0.16	0.04	0	0	0	0	0.06	0	0	0.06	0.04	0	0.04
GRMZM2G025536	0.34	0.49	0.4	0.57	2.59	1.3	25.34	0.78	0.76	8.27	0.48	1.24	1.17	1.6	2.51	0.98	0.95	0.48	0.07	0.15	0.24	0.16	0.29	0.29	0.31	0.04	0.22	0.18	0.18	0.17	0.21	0.24	2.71	3.13	1.76	1.58	0.39	0.35	0.65	0.19	0.22	0.54	0.56	0.43	0.9	0.23	0.18	0.21	0.97	1.59	0.85	0.81	2.08	1.51	4.22	1.52	0.87	0.67	1.57	0.92	1.57	1.41	0.48	0.31	0.49	0.45	0.58	1.12	1.12	1.19	0.51	0.62	1.99	1.18	3.05	1.19	1.12	2.25
GRMZM2G025793	1.04	1.93	0.93	9.12	24.3	4.45	33.42	34.13	70.32	76.29	5.17	4.54	28.4	9.79	38.63	0	0	0	0	0.15	0	0.21	0.32	0.95	0.58	2.14	5.82	2.97	15.27	14.81	37.49	43.96	0	0	0.15	0	0	0	0	0.04	0.1	0.75	1.55	3.34	0.68	3.12	8.93	1.3	53.96	4.16	13.34	1.53	32.54	0	0.07	0	0	0	0	0	0	0	0	0	0	0.18	0.26	0	0	0	0	0	0.49	0.07	0	0.52	0	5.66
